QB,RB,RB,WR,WR,WR,TE,FX,DST,Salary,Projection
QB5,RB5,RB13,WR1,WR2,WR12,TE2,TE7,DST1,49800,140.4
QB5,RB5,RB13,WR1,WR2,WR13,TE1,TE7,DST1,49800,138.5
QB5,RB5,RB13,WR1,WR2,WR17,TE1,TE2,DST1,49800,130.6
QB5,RB5,RB14,WR1,WR2,WR10,TE2,TE7,DST1,49800,143.9
QB5,RB5,RB14,WR1,WR2,WR11,TE1,TE7,DST1,49800,146.5
QB5,RB5,RB14,WR1,WR2,WR15,TE2,TE3,DST1,49800,143.6
QB5,RB5,RB14,WR1,WR2,WR16,TE1,TE3,DST1,49800,145.1
QB5,RB6,RB12,WR1,WR2,WR13,TE3,TE7,DST1,49800,144.5
QB5,RB6,RB12,WR1,WR2,WR14,TE2,TE7,DST1,49800,145.4
QB5,RB6,RB12,WR1,WR2,WR15,TE1,TE7,DST1,49800,147.5
QB5,RB6,RB12,WR1,WR2,WR17,TE2,TE3,DST1,49800,136.6
QB5,RB6,RB13,WR1,WR2,WR10,TE3,TE7,DST1,49800,140.0
QB5,RB6,RB13,WR1,WR2,WR11,TE2,TE7,DST1,49800,139.4
QB5,RB6,RB13,WR1,WR2,WR12,TE1,TE7,DST1,49800,144.5
QB5,RB6,RB13,WR1,WR2,WR16,TE2,TE3,DST1,49800,138.0
QB5,RB6,RB14,WR1,WR2,WR10,TE1,TE7,DST1,49800,148.0
QB5,RB6,RB14,WR1,WR2,WR14,TE2,TE3,DST1,49800,145.6
QB5,RB6,RB14,WR1,WR2,WR15,TE1,TE3,DST1,49800,147.7
QB5,RB6,RB14,WR1,WR2,WR16,TE1,TE2,DST1,49800,146.0
QB5,RB12,RB13,WR1,WR2,WR10,TE2,TE3,DST1,49800,131.0
QB5,RB12,RB13,WR1,WR2,WR11,TE1,TE3,DST1,49800,133.6
QB5,RB12,RB13,WR1,WR2,WR12,TE1,TE2,DST1,49800,135.5
QB5,RB12,RB14,WR1,WR2,WR10,TE1,TE2,DST1,49800,139.0
QB5,RB1,RB2,WR1,WR10,WR14,TE7,RB3,DST1,49800,145.4
QB5,RB1,RB2,WR1,WR10,WR17,TE3,RB3,DST1,49800,136.6
QB5,RB1,RB2,WR1,WR11,WR13,TE7,RB3,DST1,49800,143.9
QB5,RB1,RB2,WR1,WR11,WR17,TE2,RB3,DST1,49800,136.0
QB5,RB1,RB2,WR1,WR12,WR17,TE1,RB3,DST1,49800,141.1
QB5,RB1,RB2,WR1,WR13,WR16,TE3,RB3,DST1,49800,142.5
QB5,RB1,RB2,WR1,WR14,WR15,TE3,RB3,DST1,49800,145.1
QB5,RB1,RB2,WR1,WR14,WR16,TE2,RB3,DST1,49800,143.4
QB5,RB1,RB2,WR1,WR15,WR16,TE1,RB3,DST1,49800,145.5
QB5,RB1,RB2,WR2,WR10,WR13,TE7,RB3,DST1,49800,146.5
QB5,RB1,RB2,WR2,WR10,WR17,TE2,RB3,DST1,49800,138.6
QB5,RB1,RB2,WR2,WR11,WR12,TE7,RB3,DST1,49800,151.0
QB5,RB1,RB2,WR2,WR11,WR17,TE1,RB3,DST1,49800,141.2
QB5,RB1,RB2,WR2,WR12,WR16,TE3,RB3,DST1,49800,149.6
QB5,RB1,RB2,WR2,WR13,WR15,TE3,RB3,DST1,49800,146.2
QB5,RB1,RB2,WR2,WR13,WR16,TE2,RB3,DST1,49800,144.5
QB5,RB1,RB2,WR2,WR14,WR15,TE2,RB3,DST1,49800,147.1
QB5,RB1,RB2,WR2,WR14,WR16,TE1,RB3,DST1,49800,148.6
QB5,RB1,RB2,WR1,WR2,WR18,TE6,RB4,DST1,49800,135.6
QB5,RB1,RB2,WR1,WR10,WR13,TE7,RB4,DST1,49800,144.0
QB5,RB1,RB2,WR1,WR10,WR17,TE2,RB4,DST1,49800,136.1
QB5,RB1,RB2,WR1,WR11,WR12,TE7,RB4,DST1,49800,148.5
QB5,RB1,RB2,WR1,WR11,WR17,TE1,RB4,DST1,49800,138.7
QB5,RB1,RB2,WR1,WR12,WR16,TE3,RB4,DST1,49800,147.1
QB5,RB1,RB2,WR1,WR13,WR15,TE3,RB4,DST1,49800,143.7
QB5,RB1,RB2,WR1,WR13,WR16,TE2,RB4,DST1,49800,142.0
QB5,RB1,RB2,WR1,WR14,WR15,TE2,RB4,DST1,49800,144.6
QB5,RB1,RB2,WR1,WR14,WR16,TE1,RB4,DST1,49800,146.1
QB5,RB1,RB2,WR2,WR10,WR12,TE7,RB4,DST1,49800,151.1
QB5,RB1,RB2,WR2,WR10,WR17,TE1,RB4,DST1,49800,141.3
QB5,RB1,RB2,WR2,WR11,WR16,TE3,RB4,DST1,49800,147.2
QB5,RB1,RB2,WR2,WR12,WR15,TE3,RB4,DST1,49800,150.8
QB5,RB1,RB2,WR2,WR12,WR16,TE2,RB4,DST1,49800,149.1
QB5,RB1,RB2,WR2,WR13,WR14,TE3,RB4,DST1,49800,146.8
QB5,RB1,RB2,WR2,WR13,WR15,TE2,RB4,DST1,49800,145.7
QB5,RB1,RB2,WR2,WR13,WR16,TE1,RB4,DST1,49800,147.2
QB5,RB1,RB2,WR2,WR14,WR15,TE1,RB4,DST1,49800,149.8
QB5,RB1,RB2,WR1,WR2,WR16,TE8,RB5,DST1,49800,145.0
QB5,RB1,RB2,WR1,WR10,WR12,TE7,RB5,DST1,49800,146.0
QB5,RB1,RB2,WR1,WR10,WR17,TE1,RB5,DST1,49800,136.2
QB5,RB1,RB2,WR1,WR11,WR16,TE3,RB5,DST1,49800,142.1
QB5,RB1,RB2,WR1,WR12,WR15,TE3,RB5,DST1,49800,145.7
QB5,RB1,RB2,WR1,WR12,WR16,TE2,RB5,DST1,49800,144.0
QB5,RB1,RB2,WR1,WR13,WR14,TE3,RB5,DST1,49800,141.7
QB5,RB1,RB2,WR1,WR13,WR15,TE2,RB5,DST1,49800,140.6
QB5,RB1,RB2,WR1,WR13,WR16,TE1,RB5,DST1,49800,142.1
QB5,RB1,RB2,WR1,WR14,WR15,TE1,RB5,DST1,49800,144.7
QB5,RB1,RB2,WR2,WR10,WR11,TE7,RB5,DST1,49800,146.1
QB5,RB1,RB2,WR2,WR10,WR16,TE3,RB5,DST1,49800,144.7
QB5,RB1,RB2,WR2,WR11,WR15,TE3,RB5,DST1,49800,145.8
QB5,RB1,RB2,WR2,WR11,WR16,TE2,RB5,DST1,49800,144.1
QB5,RB1,RB2,WR2,WR12,WR14,TE3,RB5,DST1,49800,148.8
QB5,RB1,RB2,WR2,WR12,WR15,TE2,RB5,DST1,49800,147.7
QB5,RB1,RB2,WR2,WR12,WR16,TE1,RB5,DST1,49800,149.2
QB5,RB1,RB2,WR2,WR13,WR14,TE2,RB5,DST1,49800,143.7
QB5,RB1,RB2,WR2,WR13,WR15,TE1,RB5,DST1,49800,145.8
QB5,RB1,RB2,WR1,WR2,WR15,TE8,RB6,DST1,49800,147.6
QB5,RB1,RB2,WR1,WR10,WR11,TE7,RB6,DST1,49800,145.0
QB5,RB1,RB2,WR1,WR10,WR16,TE3,RB6,DST1,49800,143.6
QB5,RB1,RB2,WR1,WR11,WR15,TE3,RB6,DST1,49800,144.7
QB5,RB1,RB2,WR1,WR11,WR16,TE2,RB6,DST1,49800,143.0
QB5,RB1,RB2,WR1,WR12,WR14,TE3,RB6,DST1,49800,147.7
QB5,RB1,RB2,WR1,WR12,WR15,TE2,RB6,DST1,49800,146.6
QB5,RB1,RB2,WR1,WR12,WR16,TE1,RB6,DST1,49800,148.1
QB5,RB1,RB2,WR1,WR13,WR14,TE2,RB6,DST1,49800,142.6
QB5,RB1,RB2,WR1,WR13,WR15,TE1,RB6,DST1,49800,144.7
QB5,RB1,RB2,WR2,WR10,WR15,TE3,RB6,DST1,49800,147.3
QB5,RB1,RB2,WR2,WR10,WR16,TE2,RB6,DST1,49800,145.6
QB5,RB1,RB2,WR2,WR11,WR14,TE3,RB6,DST1,49800,147.8
QB5,RB1,RB2,WR2,WR11,WR15,TE2,RB6,DST1,49800,146.7
QB5,RB1,RB2,WR2,WR11,WR16,TE1,RB6,DST1,49800,148.2
QB5,RB1,RB2,WR2,WR12,WR13,TE3,RB6,DST1,49800,148.8
QB5,RB1,RB2,WR2,WR12,WR14,TE2,RB6,DST1,49800,149.7
QB5,RB1,RB2,WR2,WR12,WR15,TE1,RB6,DST1,49800,151.8
QB5,RB1,RB2,WR2,WR13,WR14,TE1,RB6,DST1,49800,147.8
QB5,RB1,RB2,WR1,WR2,WR14,TE6,RB12,DST1,49800,139.5
QB5,RB1,RB2,WR1,WR10,WR11,TE2,RB12,DST1,49800,136.0
QB5,RB1,RB2,WR1,WR10,WR12,TE1,RB12,DST1,49800,141.1
QB5,RB1,RB2,WR2,WR10,WR11,TE1,RB12,DST1,49800,141.2
QB5,RB1,RB2,WR1,WR2,WR11,TE6,RB13,DST1,49800,133.5
QB5,RB1,RB3,WR1,WR2,WR10,TE9,RB4,DST1,49800,143.4
QB5,RB1,RB3,WR1,WR2,WR19,TE3,RB4,DST1,49800,137.1
QB5,RB1,RB3,WR1,WR10,WR12,TE6,RB4,DST1,49800,143.3
QB5,RB1,RB3,WR2,WR10,WR11,TE6,RB4,DST1,49800,143.4
QB5,RB1,RB3,WR1,WR2,WR17,TE7,RB5,DST1,49800,140.9
QB5,RB1,RB3,WR1,WR2,WR19,TE2,RB5,DST1,49800,134.0
QB5,RB1,RB3,WR1,WR10,WR11,TE6,RB5,DST1,49800,138.3
QB5,RB1,RB3,WR1,WR2,WR19,TE1,RB6,DST1,49800,138.1
QB5,RB1,RB3,WR1,WR2,WR12,TE7,RB12,DST1,49800,145.8
QB5,RB1,RB3,WR1,WR2,WR17,TE1,RB12,DST1,49800,136.0
QB5,RB1,RB3,WR1,WR2,WR14,TE3,RB13,DST1,49800,137.0
QB5,RB1,RB3,WR1,WR2,WR15,TE2,RB13,DST1,49800,135.9
QB5,RB1,RB3,WR1,WR2,WR16,TE1,RB13,DST1,49800,137.4
QB5,RB1,RB3,WR1,WR2,WR12,TE3,RB14,DST1,49800,146.0
QB5,RB1,RB3,WR1,WR2,WR13,TE2,RB14,DST1,49800,140.9
QB5,RB1,RB3,WR1,WR2,WR14,TE1,RB14,DST1,49800,145.0
QB5,RB1,RB4,WR1,WR2,WR19,TE1,RB5,DST1,49800,136.7
QB5,RB1,RB4,WR1,WR2,WR18,TE3,RB6,DST1,49800,138.7
QB5,RB1,RB4,WR1,WR2,WR11,TE7,RB12,DST1,49800,143.4
QB5,RB1,RB4,WR1,WR2,WR16,TE3,RB12,DST1,49800,142.0
QB5,RB1,RB4,WR1,WR2,WR13,TE3,RB13,DST1,49800,135.6
QB5,RB1,RB4,WR1,WR2,WR14,TE2,RB13,DST1,49800,136.5
QB5,RB1,RB4,WR1,WR2,WR15,TE1,RB13,DST1,49800,138.6
QB5,RB1,RB4,WR1,WR2,WR11,TE3,RB14,DST1,49800,143.6
QB5,RB1,RB4,WR1,WR2,WR12,TE2,RB14,DST1,49800,145.5
QB5,RB1,RB4,WR1,WR2,WR13,TE1,RB14,DST1,49800,143.6
QB5,RB1,RB5,WR1,WR2,WR16,TE7,RB6,DST1,49800,147.9
QB5,RB1,RB5,WR1,WR2,WR18,TE2,RB6,DST1,49800,135.6
QB5,RB1,RB5,WR1,WR2,WR10,TE7,RB12,DST1,49800,140.9
QB5,RB1,RB5,WR1,WR2,WR15,TE3,RB12,DST1,49800,140.6
QB5,RB1,RB5,WR1,WR2,WR16,TE2,RB12,DST1,49800,138.9
QB5,RB1,RB5,WR1,WR2,WR12,TE3,RB13,DST1,49800,137.6
QB5,RB1,RB5,WR1,WR2,WR13,TE2,RB13,DST1,49800,132.5
QB5,RB1,RB5,WR1,WR2,WR14,TE1,RB13,DST1,49800,136.6
QB5,RB1,RB5,WR1,WR2,WR10,TE3,RB14,DST1,49800,141.1
QB5,RB1,RB5,WR1,WR2,WR11,TE2,RB14,DST1,49800,140.5
QB5,RB1,RB5,WR1,WR2,WR12,TE1,RB14,DST1,49800,145.6
QB5,RB1,RB6,WR1,WR2,WR14,TE3,RB12,DST1,49800,142.6
QB5,RB1,RB6,WR1,WR2,WR15,TE2,RB12,DST1,49800,141.5
QB5,RB1,RB6,WR1,WR2,WR16,TE1,RB12,DST1,49800,143.0
QB5,RB1,RB6,WR1,WR2,WR11,TE3,RB13,DST1,49800,136.6
QB5,RB1,RB6,WR1,WR2,WR12,TE2,RB13,DST1,49800,138.5
QB5,RB1,RB6,WR1,WR2,WR13,TE1,RB13,DST1,49800,136.6
QB5,RB1,RB6,WR1,WR2,WR10,TE2,RB14,DST1,49800,142.0
QB5,RB1,RB6,WR1,WR2,WR11,TE1,RB14,DST1,49800,144.6
QB5,RB2,RB3,WR1,WR2,WR14,TE8,RB4,DST1,49800,148.0
QB5,RB2,RB3,WR1,WR2,WR17,TE6,RB4,DST1,49800,139.0
QB5,RB2,RB3,WR1,WR10,WR15,TE3,RB4,DST1,49800,144.6
QB5,RB2,RB3,WR1,WR10,WR16,TE2,RB4,DST1,49800,142.9
QB5,RB2,RB3,WR1,WR11,WR14,TE3,RB4,DST1,49800,145.1
QB5,RB2,RB3,WR1,WR11,WR15,TE2,RB4,DST1,49800,144.0
QB5,RB2,RB3,WR1,WR11,WR16,TE1,RB4,DST1,49800,145.5
QB5,RB2,RB3,WR1,WR12,WR13,TE3,RB4,DST1,49800,146.1
QB5,RB2,RB3,WR1,WR12,WR14,TE2,RB4,DST1,49800,147.0
QB5,RB2,RB3,WR1,WR12,WR15,TE1,RB4,DST1,49800,149.1
QB5,RB2,RB3,WR1,WR13,WR14,TE1,RB4,DST1,49800,145.1
QB5,RB2,RB3,WR2,WR10,WR14,TE3,RB4,DST1,49800,147.7
QB5,RB2,RB3,WR2,WR10,WR15,TE2,RB4,DST1,49800,146.6
QB5,RB2,RB3,WR2,WR10,WR16,TE1,RB4,DST1,49800,148.1
QB5,RB2,RB3,WR2,WR11,WR13,TE3,RB4,DST1,49800,146.2
QB5,RB2,RB3,WR2,WR11,WR14,TE2,RB4,DST1,49800,147.1
QB5,RB2,RB3,WR2,WR11,WR15,TE1,RB4,DST1,49800,149.2
QB5,RB2,RB3,WR2,WR12,WR13,TE2,RB4,DST1,49800,148.1
QB5,RB2,RB3,WR2,WR12,WR14,TE1,RB4,DST1,49800,152.2
QB5,RB2,RB3,WR1,WR2,WR13,TE8,RB5,DST1,49800,144.0
QB5,RB2,RB3,WR1,WR10,WR14,TE3,RB5,DST1,49800,142.6
QB5,RB2,RB3,WR1,WR10,WR15,TE2,RB5,DST1,49800,141.5
QB5,RB2,RB3,WR1,WR10,WR16,TE1,RB5,DST1,49800,143.0
QB5,RB2,RB3,WR1,WR11,WR13,TE3,RB5,DST1,49800,141.1
QB5,RB2,RB3,WR1,WR11,WR14,TE2,RB5,DST1,49800,142.0
QB5,RB2,RB3,WR1,WR11,WR15,TE1,RB5,DST1,49800,144.1
QB5,RB2,RB3,WR1,WR12,WR13,TE2,RB5,DST1,49800,143.0
QB5,RB2,RB3,WR1,WR12,WR14,TE1,RB5,DST1,49800,147.1
QB5,RB2,RB3,WR2,WR10,WR13,TE3,RB5,DST1,49800,143.7
QB5,RB2,RB3,WR2,WR10,WR14,TE2,RB5,DST1,49800,144.6
QB5,RB2,RB3,WR2,WR10,WR15,TE1,RB5,DST1,49800,146.7
QB5,RB2,RB3,WR2,WR11,WR12,TE3,RB5,DST1,49800,148.2
QB5,RB2,RB3,WR2,WR11,WR13,TE2,RB5,DST1,49800,143.1
QB5,RB2,RB3,WR2,WR11,WR14,TE1,RB5,DST1,49800,147.2
QB5,RB2,RB3,WR2,WR12,WR13,TE1,RB5,DST1,49800,148.2
QB5,RB2,RB3,WR1,WR2,WR12,TE8,RB6,DST1,49800,150.0
QB5,RB2,RB3,WR1,WR10,WR13,TE3,RB6,DST1,49800,142.6
QB5,RB2,RB3,WR1,WR10,WR14,TE2,RB6,DST1,49800,143.5
QB5,RB2,RB3,WR1,WR10,WR15,TE1,RB6,DST1,49800,145.6
QB5,RB2,RB3,WR1,WR11,WR12,TE3,RB6,DST1,49800,147.1
QB5,RB2,RB3,WR1,WR11,WR13,TE2,RB6,DST1,49800,142.0
QB5,RB2,RB3,WR1,WR11,WR14,TE1,RB6,DST1,49800,146.1
QB5,RB2,RB3,WR1,WR12,WR13,TE1,RB6,DST1,49800,147.1
QB5,RB2,RB3,WR2,WR10,WR12,TE3,RB6,DST1,49800,149.7
QB5,RB2,RB3,WR2,WR10,WR13,TE2,RB6,DST1,49800,144.6
QB5,RB2,RB3,WR2,WR10,WR14,TE1,RB6,DST1,49800,148.7
QB5,RB2,RB3,WR2,WR11,WR12,TE2,RB6,DST1,49800,149.1
QB5,RB2,RB3,WR2,WR11,WR13,TE1,RB6,DST1,49800,147.2
QB5,RB2,RB3,WR1,WR2,WR11,TE6,RB12,DST1,49800,138.9
QB5,RB2,RB4,WR1,WR2,WR12,TE8,RB5,DST1,49800,148.6
QB5,RB2,RB4,WR1,WR10,WR13,TE3,RB5,DST1,49800,141.2
QB5,RB2,RB4,WR1,WR10,WR14,TE2,RB5,DST1,49800,142.1
QB5,RB2,RB4,WR1,WR10,WR15,TE1,RB5,DST1,49800,144.2
QB5,RB2,RB4,WR1,WR11,WR12,TE3,RB5,DST1,49800,145.7
QB5,RB2,RB4,WR1,WR11,WR13,TE2,RB5,DST1,49800,140.6
QB5,RB2,RB4,WR1,WR11,WR14,TE1,RB5,DST1,49800,144.7
QB5,RB2,RB4,WR1,WR12,WR13,TE1,RB5,DST1,49800,145.7
QB5,RB2,RB4,WR2,WR10,WR12,TE3,RB5,DST1,49800,148.3
QB5,RB2,RB4,WR2,WR10,WR13,TE2,RB5,DST1,49800,143.2
QB5,RB2,RB4,WR2,WR10,WR14,TE1,RB5,DST1,49800,147.3
QB5,RB2,RB4,WR2,WR11,WR12,TE2,RB5,DST1,49800,147.7
QB5,RB2,RB4,WR2,WR11,WR13,TE1,RB5,DST1,49800,145.8
QB5,RB2,RB4,WR1,WR2,WR11,TE8,RB6,DST1,49800,147.6
QB5,RB2,RB4,WR1,WR2,WR16,TE6,RB6,DST1,49800,146.0
QB5,RB2,RB4,WR1,WR10,WR12,TE3,RB6,DST1,49800,147.2
QB5,RB2,RB4,WR1,WR10,WR13,TE2,RB6,DST1,49800,142.1
QB5,RB2,RB4,WR1,WR10,WR14,TE1,RB6,DST1,49800,146.2
QB5,RB2,RB4,WR1,WR11,WR12,TE2,RB6,DST1,49800,146.6
QB5,RB2,RB4,WR1,WR11,WR13,TE1,RB6,DST1,49800,144.7
QB5,RB2,RB4,WR2,WR10,WR11,TE3,RB6,DST1,49800,147.3
QB5,RB2,RB4,WR2,WR10,WR12,TE2,RB6,DST1,49800,149.2
QB5,RB2,RB4,WR2,WR10,WR13,TE1,RB6,DST1,49800,147.3
QB5,RB2,RB4,WR2,WR11,WR12,TE1,RB6,DST1,49800,151.8
QB5,RB2,RB4,WR1,WR2,WR10,TE6,RB12,DST1,49800,139.0
QB5,RB2,RB5,WR1,WR2,WR10,TE8,RB6,DST1,49800,145.1
QB5,RB2,RB5,WR1,WR2,WR15,TE6,RB6,DST1,49800,144.6
QB5,RB2,RB5,WR1,WR10,WR11,TE3,RB6,DST1,49800,142.2
QB5,RB2,RB5,WR1,WR10,WR12,TE2,RB6,DST1,49800,144.1
QB5,RB2,RB5,WR1,WR10,WR13,TE1,RB6,DST1,49800,142.2
QB5,RB2,RB5,WR1,WR11,WR12,TE1,RB6,DST1,49800,146.7
QB5,RB2,RB5,WR2,WR10,WR11,TE2,RB6,DST1,49800,144.2
QB5,RB2,RB5,WR2,WR10,WR12,TE1,RB6,DST1,49800,149.3
QB5,RB3,RB4,WR1,WR2,WR15,TE7,RB5,DST1,49800,148.9
QB5,RB3,RB4,WR1,WR2,WR18,TE1,RB5,DST1,49800,138.1
QB5,RB3,RB4,WR1,WR2,WR14,TE7,RB6,DST1,49800,150.9
QB5,RB3,RB4,WR1,WR2,WR17,TE3,RB6,DST1,49800,142.1
QB5,RB3,RB4,WR1,WR2,WR13,TE3,RB12,DST1,49800,141.0
QB5,RB3,RB4,WR1,WR2,WR14,TE2,RB12,DST1,49800,141.9
QB5,RB3,RB4,WR1,WR2,WR15,TE1,RB12,DST1,49800,144.0
QB5,RB3,RB4,WR1,WR2,WR10,TE3,RB13,DST1,49800,136.5
QB5,RB3,RB4,WR1,WR2,WR11,TE2,RB13,DST1,49800,135.9
QB5,RB3,RB4,WR1,WR2,WR12,TE1,RB13,DST1,49800,141.0
QB5,RB3,RB4,WR1,WR2,WR10,TE1,RB14,DST1,49800,144.5
QB5,RB3,RB5,WR1,WR2,WR13,TE7,RB6,DST1,49800,146.9
QB5,RB3,RB5,WR1,WR2,WR17,TE2,RB6,DST1,49800,139.0
QB5,RB3,RB5,WR1,WR2,WR12,TE3,RB12,DST1,49800,143.0
QB5,RB3,RB5,WR1,WR2,WR13,TE2,RB12,DST1,49800,137.9
QB5,RB3,RB5,WR1,WR2,WR14,TE1,RB12,DST1,49800,142.0
QB5,RB3,RB5,WR1,WR2,WR10,TE2,RB13,DST1,49800,133.4
QB5,RB3,RB5,WR1,WR2,WR11,TE1,RB13,DST1,49800,136.0
QB5,RB3,RB6,WR1,WR2,WR11,TE3,RB12,DST1,49800,142.0
QB5,RB3,RB6,WR1,WR2,WR12,TE2,RB12,DST1,49800,143.9
QB5,RB3,RB6,WR1,WR2,WR13,TE1,RB12,DST1,49800,142.0
QB5,RB3,RB6,WR1,WR2,WR10,TE1,RB13,DST1,49800,137.5
QB5,RB4,RB5,WR1,WR2,WR12,TE7,RB6,DST1,49800,151.5
QB5,RB4,RB5,WR1,WR2,WR17,TE1,RB6,DST1,49800,141.7
QB5,RB4,RB5,WR1,WR2,WR11,TE3,RB12,DST1,49800,140.6
QB5,RB4,RB5,WR1,WR2,WR12,TE2,RB12,DST1,49800,142.5
QB5,RB4,RB5,WR1,WR2,WR13,TE1,RB12,DST1,49800,140.6
QB5,RB4,RB5,WR1,WR2,WR10,TE1,RB13,DST1,49800,136.1
QB5,RB4,RB6,WR1,WR2,WR10,TE3,RB12,DST1,49800,142.1
QB5,RB4,RB6,WR1,WR2,WR11,TE2,RB12,DST1,49800,141.5
QB5,RB4,RB6,WR1,WR2,WR12,TE1,RB12,DST1,49800,146.6
QB5,RB5,RB6,WR1,WR2,WR10,TE2,RB12,DST1,49800,139.0
QB5,RB5,RB6,WR1,WR2,WR11,TE1,RB12,DST1,49800,141.6
QB5,RB1,RB2,WR1,WR2,WR10,TE8,WR16,DST1,49800,150.4
QB5,RB1,RB2,WR1,WR2,WR11,TE8,WR15,DST1,49800,151.5
QB5,RB1,RB2,WR1,WR2,WR12,TE8,WR14,DST1,49800,154.5
QB5,RB1,RB2,WR1,WR2,WR12,TE6,WR17,DST1,49800,145.5
QB5,RB1,RB2,WR1,WR2,WR15,TE6,WR16,DST1,49800,149.9
QB5,RB1,RB2,WR1,WR10,WR11,TE3,WR16,DST1,49800,147.5
QB5,RB1,RB2,WR1,WR10,WR12,TE3,WR15,DST1,49800,151.1
QB5,RB1,RB2,WR1,WR10,WR12,TE2,WR16,DST1,49800,149.4
QB5,RB1,RB2,WR1,WR10,WR13,TE3,WR14,DST1,49800,147.1
QB5,RB1,RB2,WR1,WR10,WR13,TE2,WR15,DST1,49800,146.0
QB5,RB1,RB2,WR1,WR10,WR13,TE1,WR16,DST1,49800,147.5
QB5,RB1,RB2,WR1,WR10,WR14,TE1,WR15,DST1,49800,150.1
QB5,RB1,RB2,WR1,WR11,WR12,TE3,WR14,DST1,49800,151.6
QB5,RB1,RB2,WR1,WR11,WR12,TE2,WR15,DST1,49800,150.5
QB5,RB1,RB2,WR1,WR11,WR12,TE1,WR16,DST1,49800,152.0
QB5,RB1,RB2,WR1,WR11,WR13,TE2,WR14,DST1,49800,146.5
QB5,RB1,RB2,WR1,WR11,WR13,TE1,WR15,DST1,49800,148.6
QB5,RB1,RB2,WR1,WR12,WR13,TE1,WR14,DST1,49800,151.6
QB5,RB1,RB2,WR2,WR10,WR11,TE3,WR15,DST1,49800,151.2
QB5,RB1,RB2,WR2,WR10,WR11,TE2,WR16,DST1,49800,149.5
QB5,RB1,RB2,WR2,WR10,WR12,TE3,WR14,DST1,49800,154.2
QB5,RB1,RB2,WR2,WR10,WR12,TE2,WR15,DST1,49800,153.1
QB5,RB1,RB2,WR2,WR10,WR12,TE1,WR16,DST1,49800,154.6
QB5,RB1,RB2,WR2,WR10,WR13,TE2,WR14,DST1,49800,149.1
QB5,RB1,RB2,WR2,WR10,WR13,TE1,WR15,DST1,49800,151.2
QB5,RB1,RB2,WR2,WR11,WR12,TE3,WR13,DST1,49800,152.7
QB5,RB1,RB2,WR2,WR11,WR12,TE2,WR14,DST1,49800,153.6
QB5,RB1,RB2,WR2,WR11,WR12,TE1,WR15,DST1,49800,155.7
QB5,RB1,RB2,WR2,WR11,WR13,TE1,WR14,DST1,49800,151.7
QB5,RB1,RB3,WR1,WR2,WR10,TE7,WR17,DST1,49800,146.3
QB5,RB1,RB3,WR1,WR2,WR10,TE2,WR19,DST1,49800,139.4
QB5,RB1,RB3,WR1,WR2,WR11,TE1,WR19,DST1,49800,142.0
QB5,RB1,RB3,WR1,WR2,WR12,TE3,WR18,DST1,49800,145.0
QB5,RB1,RB3,WR1,WR2,WR13,TE7,WR16,DST1,49800,152.2
QB5,RB1,RB3,WR1,WR2,WR13,TE2,WR18,DST1,49800,139.9
QB5,RB1,RB3,WR1,WR2,WR14,TE7,WR15,DST1,49800,154.8
QB5,RB1,RB3,WR1,WR2,WR14,TE1,WR18,DST1,49800,144.0
QB5,RB1,RB3,WR1,WR2,WR15,TE3,WR17,DST1,49800,146.0
QB5,RB1,RB3,WR1,WR2,WR16,TE2,WR17,DST1,49800,144.3
QB5,RB1,RB4,WR1,WR2,WR10,TE1,WR19,DST1,49800,142.1
QB5,RB1,RB4,WR1,WR2,WR11,TE3,WR18,DST1,49800,142.6
QB5,RB1,RB4,WR1,WR2,WR12,TE7,WR16,DST1,49800,156.8
QB5,RB1,RB4,WR1,WR2,WR12,TE2,WR18,DST1,49800,144.5
QB5,RB1,RB4,WR1,WR2,WR13,TE7,WR15,DST1,49800,153.4
QB5,RB1,RB4,WR1,WR2,WR13,TE1,WR18,DST1,49800,142.6
QB5,RB1,RB4,WR1,WR2,WR14,TE3,WR17,DST1,49800,146.6
QB5,RB1,RB4,WR1,WR2,WR15,TE2,WR17,DST1,49800,145.5
QB5,RB1,RB4,WR1,WR2,WR16,TE1,WR17,DST1,49800,147.0
QB5,RB1,RB5,WR1,WR2,WR10,TE3,WR18,DST1,49800,140.1
QB5,RB1,RB5,WR1,WR2,WR11,TE7,WR16,DST1,49800,151.8
QB5,RB1,RB5,WR1,WR2,WR11,TE2,WR18,DST1,49800,139.5
QB5,RB1,RB5,WR1,WR2,WR12,TE7,WR15,DST1,49800,155.4
QB5,RB1,RB5,WR1,WR2,WR12,TE1,WR18,DST1,49800,144.6
QB5,RB1,RB5,WR1,WR2,WR13,TE7,WR14,DST1,49800,151.4
QB5,RB1,RB5,WR1,WR2,WR13,TE3,WR17,DST1,49800,142.6
QB5,RB1,RB5,WR1,WR2,WR14,TE2,WR17,DST1,49800,143.5
QB5,RB1,RB5,WR1,WR2,WR15,TE1,WR17,DST1,49800,145.6
QB5,RB1,RB6,WR1,WR2,WR10,TE7,WR16,DST1,49800,153.3
QB5,RB1,RB6,WR1,WR2,WR10,TE2,WR18,DST1,49800,141.0
QB5,RB1,RB6,WR1,WR2,WR11,TE7,WR15,DST1,49800,154.4
QB5,RB1,RB6,WR1,WR2,WR11,TE1,WR18,DST1,49800,143.6
